set_num,n_unique_colors,dominant_color_name,dominant_color_share,n_trans_parts
850673-1,1,Trans-Light Blue,100.0,4
850681-1,1,Flat Silver,100.0,0
850682-1,1,Flat Silver,100.0,0
850686-1,5,Red,33.73,0
8507-1,5,Black,45.95,1
850702-1,13,Light Bluish Gray,44.9,2
850751-1,14,Green,48.04,0
850752-1,2,White,66.67,0
850760-1,2,Red,50.0,0
850771-1,5,Green,61.54,0
850776-1,6,Light Bluish Gray,30.77,0
850777-1,12,Tan,28.57,1
850779-1,6,Pearl Gold,28.57,5
850789-1,2,White,75.0,0
850791-1,10,Reddish Brown,21.74,0
850798-1,12,White,21.62,5
850800-1,4,Yellow,40.0,0
850802-1,2,Red,50.0,0
850808-1,1,Chrome Gold,100.0,0
850839-1,13,Reddish Brown,30.77,1
850842-1,8,White,32.35,5
850843-1,5,Red,48.0,2
850849-1,6,White,37.93,2
850850-1,7,White,39.13,2
850851-1,8,White,26.92,2
850852-1,6,Reddish Brown,42.86,2
850888-1,8,Chrome Gold,31.25,2
850889-1,7,Black,25.0,3
850898-1,1,White,100.0,0
8509-1,4,Lime,32.56,0
850910-1,9,Dark Bluish Gray,19.35,6
850913-1,8,Flat Silver,23.81,5
850932-1,12,Light Bluish Gray,32.35,4
850935-1,7,Reddish Brown,56.52,0
850936-1,5,Black,25.0,0
850939-1,11,Light Bluish Gray,20.0,0
850949-1,9,White,55.56,3
850950-1,5,Black,44.12,2
850967-1,13,Light Bluish Gray,22.86,2
851-1,5,Red,56.17,5
8510-1,3,Black,57.58,0
851002-1,1,Black,100.0,0
851007-1,1,Flat Silver,100.0,0
851008-1,4,Blue,25.0,0
851009-1,8,Black,12.5,0
851010-1,14,Black,7.14,0
851014-1,5,Blue,20.0,0
8511-1,5,Black,39.53,2
8512-1,4,Black,77.78,2
851244008570-1,2,Green,50.0,0
851244008976-1,2,Bright Pink,50.0,0
8513-1,4,Black,48.84,0
851317-1,1,Black,100.0,0
851324-1,2,White,66.67,0
851331-1,2,Medium Azure,50.0,0
851342-1,4,Black,47.37,0
851358-1,3,Trans-Clear,46.77,43
851362-1,9,Lime,16.67,0
8514-1,4,Black,61.29,2
851406-1,1,Chrome Silver,100.0,0
851499-1,12,Black,25.93,4
8516-1,5,Black,59.02,0
851627-1,3,Black,87.67,0
8517-1,3,Reddish Brown,86.67,0
8518-1,4,Red,58.82,0
851861-1,8,Pearl Light Gray,22.22,4
8519-1,4,Black,42.86,0
851906-1,4,Lime,25.0,0
851908-1,4,White,57.14,0
851939-1,1,Black,100.0,0
852-1,5,Light Gray,31.32,0
8520-1,7,Black,62.04,2
852001-1,15,Black,22.56,9
852009-1,4,Light Bluish Gray,40.0,0
852012-1,3,Dark Bluish Gray,50.0,1
852089-1,3,Trans-Light Blue,66.67,6
852095-1,1,Yellow,100.0,0
852096-1,1,Green,100.0,0
852097-1,1,Orange,100.0,0
852098-1,1,Black,100.0,0
852099-1,1,Lime,100.0,0
8521-1,6,Black,63.64,0
852100-1,1,White,100.0,0
852113-1,5,Dark Bluish Gray,54.05,4
852114-1,6,Light Bluish Gray,43.9,0
852119-1,6,White,40.0,0
852132-1,3,Black,64.52,0
8522-1,5,Black,65.71,0
852216-1,6,Bright Green,22.22,0
852217-1,6,Yellow,60.87,0
852231-1,8,Dark Bluish Gray,35.42,2
852242-1,5,Bright Light Orange,20.0,1
852271-1,6,Light Bluish Gray,45.45,0
852272-1,6,Dark Bluish Gray,30.77,0
852273-1,1,Bright Pink,100.0,0
852274-1,1,Medium Blue,100.0,0
852293-1,33,Black,33.23,59
8523-1,5,Black,62.92,0
852333-1,2,Black,98.44,0
852445-1,2,Chrome Gold,50.0,0
852458-1,5,Trans-Green,20.0,5
852467-1,3,Blue,33.33,0
852468-1,5,Black,20.0,0
852469-1,10,Blue,10.0,0
8525-1,2,Black,66.67,0
852504-1,5,Tan,44.44,1
852513-1,6,Yellow,33.33,0
852522-1,6,Black,44.13,0
852543-1,5,Blue,37.5,0
852545-1,4,Chrome Gold,25.0,3
852547-1,6,Yellow,50.0,1
852551-1,4,Dark Bluish Gray,50.0,2
852552-1,2,Dark Bluish Gray,60.0,0
852553-1,2,Black,50.0,0
852554-1,5,Dark Bluish Gray,37.5,2
852555-1,6,Dark Bluish Gray,45.45,3
852666-1,2,White,98.8,0
852668-1,2,White,66.67,0
852676-1,5,Blue,39.02,1
852685-1,3,White,60.0,0
852690-1,2,Green,50.0,0
8527-1,11,Black,42.83,0
852701-1,6,Dark Bluish Gray,38.46,0
852702-1,7,Metallic Copper,30.0,1
852713-1,9,Red,25.0,0
852715-1,4,Dark Bluish Gray,42.86,1
852719-1,3,Dark Bluish Gray,71.43,1
852737-1,2,Black,50.0,0
852741-1,9,White,46.67,5
852742-1,9,Red,33.33,1
852744-1,12,Red,30.56,11
852745-1,1,Chrome Gold,100.0,0
852747-1,10,Chrome Gold,20.0,2
852748-1,13,Black,40.98,11
852750-1,3,Reddish Brown,74.42,0
852751-1,10,White,37.84,0
852759-1,1,Red,100.0,0
852766-1,2,Black,66.67,0
852777-1,3,Blue,66.67,0
852786-1,3,Red,62.07,0
8528-1,1,Black,100.0,0
852820-1,1,White,100.0,0
852843-1,2,Dark Bluish Gray,75.0,0
852844-1,1,Dark Bluish Gray,100.0,0
852845-1,2,Dark Bluish Gray,62.5,0
8529-1,1,Black,100.0,0
852921-1,8,Light Bluish Gray,33.33,1
852922-1,8,Light Bluish Gray,25.0,1
852942-1,4,Dark Bluish Gray,37.5,0
852947-1,4,Dark Bluish Gray,42.86,2
852948-1,5,Red,50.0,0
852949-1,3,Red,60.0,0
852982-1,3,Dark Bluish Gray,50.0,0
852983-1,3,Dark Bluish Gray,50.0,0
852998-1,2,Yellow,66.67,0
853-1,5,Red,33.72,0
8530-1,2,Black,50.0,0
853037-1,5,Dark Bluish Gray,37.5,2
853087-1,3,Blue,66.67,0
853092-1,4,Dark Bluish Gray,50.0,0
8531-1,5,Black,57.14,1
8531-2,6,Black,56.0,1
853102-1,3,Black,77.78,0
853106-1,4,Dark Bluish Gray,25.0,0
853111-1,11,Black,21.43,4
853114-1,1,[No Color/Any Color],100.0,0
853126-1,4,Dark Bluish Gray,50.0,1
853130-1,4,Dark Bluish Gray,57.14,1
853155-1,4,Yellow,40.0,0
853155-2,4,Yellow,40.0,0
853155-3,4,Yellow,40.0,0
853168-1,3,Tan,66.67,0
853175-1,13,Black,18.8,0
853176-1,10,Black,18.75,8
853191-1,4,Blue,44.44,0
853195-1,6,White,44.64,0
8532-1,4,Black,53.33,1
8532-2,5,Black,51.61,1
853213-1,4,Green,33.33,0
853219-1,6,Dark Bluish Gray,33.33,1
8533-1,6,Black,45.71,2
8533-2,7,Black,44.44,2
853301-1,4,Dark Bluish Gray,28.57,2
853305-1,2,White,66.67,0
853306-1,1,White,100.0,0
853307-1,1,White,100.0,0
853313-1,2,Red,50.0,0
853317-1,2,Red,50.0,0
853340-1,7,White,40.0,1
853344-1,3,Red,50.0,16
853345-1,4,Dark Tan,33.33,14
853346-1,3,Green,52.63,18
853353-1,9,Trans-Yellow,27.91,14
853358-1,9,Pearl Gold,22.22,2
853373-1,14,Black,25.87,9
853378-1,8,Yellow,40.0,3
853379-1,1,Dark Purple,100.0,0
853380-1,1,Medium Azure,100.0,0
853383-1,6,Reddish Brown,25.0,0
853393-1,10,Green,21.57,0
8534-1,5,Black,48.48,1
8534-2,6,Black,47.06,1
853404-1,5,Black,54.55,1
853414-1,2,Dark Bluish Gray,83.33,0
853419-1,4,Dark Bluish Gray,37.5,3
853421-1,3,Black,42.86,0
853429-1,1,White,100.0,0
853430-1,1,White,100.0,0
853431-1,2,Black,83.33,0
853432-1,5,Red,33.33,0
853433-1,1,White,100.0,0
853440-1,13,Magenta,17.39,0
853441-1,1,Black,100.0,0
853476-1,2,Metallic Silver,50.0,1
8535-1,5,Black,44.44,1
8535-2,6,Black,43.24,1
853515-1,6,Flat Silver,40.0,1
853516-1,4,Reddish Brown,37.5,0
853543-1,5,Pearl Gold,33.33,0
853544-1,8,Black,25.0,3
853552-1,10,White,53.57,1
853556-1,13,Red,17.39,6
853563-1,1,Medium Lavender,100.0,0
853564-1,1,Black,100.0,0
853569-1,4,Dark Green,32.79,0
853570-1,5,Black,40.0,0
853574-1,6,Reddish Brown,42.86,2
853580-1,6,Black,24.24,0
853599-1,2,Red,50.0,0
8536-1,4,Light Gray,39.39,1
8536-2,5,Light Gray,38.24,1
853600-1,4,Dark Bluish Gray,42.86,1
853607-1,3,Dark Tan,33.33,0
853609-1,8,Red,23.08,2
853610-1,11,Trans-Orange,18.75,6
853611-1,2,Light Bluish Gray,67.39,0
853638-1,2,Black,97.83,0
853649-1,3,Black,55.93,0
853650-1,11,Black,50.0,2
853651-1,6,Light Bluish Gray,47.37,1
853656-1,16,Reddish Brown,36.19,6
853663-1,9,White,56.1,4
853670-1,7,White,56.0,3
853671-1,17,Tan,29.47,5
853676-1,4,Flat Silver,40.0,4
853677-1,4,Flat Silver,40.0,1
853681-1,2,Light Bluish Gray,50.0,1
853682-1,1,Dark Bluish Gray,100.0,0
853687-1,6,Black,50.0,2
8537-1,6,Black,50.7,4
853702-1,14,Red,33.33,4
853744-1,8,Black,32.26,9
853758-1,6,Black,29.17,0
853759-1,5,Black,28.0,0
853774-1,15,Light Bluish Gray,21.88,2
853775-1,13,Black,25.0,5
853776-1,14,Black,20.59,6
853777-1,17,Dark Purple,13.33,0
853778-1,15,White,17.24,5
853780-1,22,Pearl Gold,9.52,12
853793-1,1,Chrome Pink,100.0,0
853796-1,10,Black,32.43,6
853797-1,8,Red,31.91,4
853798-1,4,Dark Blue,32.43,0
8538-1,7,Black,50.71,0
853810-1,9,Red,34.0,6
853815-1,18,White,18.0,2
853840-1,4,Reddish Brown,54.55,0
853841-1,5,Tan,54.55,0
853842-1,5,Tan,54.55,0
853865-1,7,Yellow,47.22,1
853866-1,3,Black,70.59,3
853874-1,8,Light Bluish Gray,20.83,2
853875-1,8,White,40.0,0
853881-1,8,Bright Pink,12.5,2
853886-1,12,Tan,22.64,10
853899-1,5,Green,36.36,0
8539-1,7,Black,36.99,4
853900-1,4,Dark Pink,25.0,0
853902-1,7,White,35.29,0
853906-1,13,Yellow,20.0,2
853907-1,14,Black,20.93,2
853913-1,10,White,65.91,0
853914-1,7,Red,48.57,8
853915-1,4,Blue,25.0,0
853917-1,10,White,36.84,0
853921-1,11,[No Color/Any Color],29.41,1
853922-1,16,White,24.44,7
853958-1,13,Reddish Brown,18.18,4
853967-1,1,[No Color/Any Color],100.0,0
853967-2,1,[No Color/Any Color],100.0,0
853989-1,11,Dark Pink,14.29,0
853990-1,12,White,28.3,0
853992-1,1,Chrome Black,100.0,0
853993-1,1,Bright Light Blue,100.0,0
854-1,7,Light Gray,33.02,0
8540-1,5,Black,53.85,1
854011-1,8,Green,34.48,0
854012-1,11,Tan,29.63,0
854013-1,10,Yellow,21.21,0
854015-1,10,White,38.46,0
854021-1,7,White,35.29,0
854030-1,6,Tan,42.31,0
854031-1,4,Dark Bluish Gray,42.86,1
854037-1,12,Red,22.73,2
854038-1,7,White,29.41,3
854048-1,15,Black,19.44,5
854049-1,11,Black,33.83,0
854050-1,12,Reddish Brown,30.95,0
854065-1,15,Reddish Brown,16.67,0
854084-1,1,Pearl White,100.0,0
854088-1,7,Light Bluish Gray,32.14,0
8541-1,5,Black,48.0,1
854159-1,1,Sand Green,100.0,0
8542-1,5,Black,41.38,1
854237-1,1,Dark Blue,100.0,0
8543-1,5,Black,51.85,1
8544-1,4,Black,48.28,1
8545-1,4,Black,74.07,1
8546-1,5,Black,40.0,0
8547-1,13,Black,30.27,0
8548-1,9,Black,50.0,8
8549-1,10,Black,51.89,0
855-1,7,Yellow,39.92,4
8550-1,4,Black,60.0,2
8551-1,4,Black,59.26,2
8552-1,5,Black,59.26,2
8553-1,4,Black,61.54,2
8554-1,4,Black,61.54,2
8555-1,3,Black,76.0,2
8556-1,5,Black,53.16,0
8557-1,8,Black,57.71,2
8558-1,9,Black,38.73,4
856-1,5,Black,36.51,5
8560-1,8,Black,45.0,2
8561-1,8,Black,59.52,3
8562-1,8,Black,45.0,2
8563-1,8,Black,45.0,2
8564-1,7,Black,45.0,2
8565-1,6,Black,45.0,2
8566-1,5,Black,43.9,1
8567-1,6,Black,37.84,1
8568-1,6,Black,46.51,1
857-1,6,Light Gray,36.48,5
8570-1,7,Black,27.91,1
8571-1,6,Light Gray,36.59,1
8572-1,6,Black,36.11,1
8573-1,7,Black,30.0,2
8574-1,8,Light Gray,27.5,2
8575-1,7,Light Gray,27.5,2
8576-1,7,Light Gray,27.5,2
8577-1,8,Light Gray,27.5,2
8578-1,8,Light Gray,27.5,2
858-1,5,Blue,37.19,0
8581-1,7,Dark Gray,28.0,0
8582-1,7,Sand Blue,28.0,0
8583-1,8,Dark Blue,24.0,1
8584-1,6,Dark Orange,28.0,0
8584-2,6,Dark Orange,28.0,0
8585-1,5,Black,44.0,0
8585-2,5,Black,44.0,0
8586-1,6,Blue,32.0,0
8586-2,6,Blue,32.0,0
8587-1,8,Dark Gray,25.0,1
8587-2,8,Dark Gray,25.0,1
8587-3,9,Dark Gray,24.44,1
8588-1,8,Dark Gray,25.0,1
8588-2,8,Dark Gray,25.0,1
8588-3,8,Dark Gray,25.0,1
8589-1,8,Dark Gray,25.0,1
8589-2,8,Dark Gray,25.0,1
8589-3,9,Dark Gray,24.44,1
8590-1,8,Dark Gray,25.0,1
8590-2,8,Dark Gray,25.0,1
8590-3,9,Dark Gray,24.44,1
8591-1,7,Black,38.64,1
8591-2,7,Black,38.64,1
8591-3,7,Black,38.64,1
8592-1,8,Dark Gray,25.0,1
8592-2,8,Dark Gray,25.0,1
8592-3,9,Dark Gray,24.44,1
8593-1,10,Black,33.67,1
8594-1,13,Black,28.31,2
8595-1,10,Black,41.18,0
8596-1,11,Dark Gray,23.62,2
8601-1,9,Dark Red,29.17,2
8601-2,9,Dark Red,29.17,2
8602-1,9,Dark Blue,28.26,2
8603-1,7,Black,51.02,1
8604-1,8,Light Brown,31.11,1
8605-1,8,Dark Green,30.43,1
8606-1,6,White,31.25,1
8607-1,7,Dark Bluish Gray,40.74,1
8608-1,7,Dark Bluish Gray,40.74,1
8609-1,6,Dark Bluish Gray,40.74,1
8610-1,7,Dark Bluish Gray,40.74,1
8611-1,7,Dark Bluish Gray,40.74,1
8612-1,7,Dark Bluish Gray,40.74,1
8613-1,1,Blue,100.0,0
8614-1,8,Dark Red,25.0,1
8614-2,9,Dark Red,24.24,1
8615-1,8,Dark Blue,25.0,1
8615-2,9,Dark Blue,24.24,1
8616-1,8,Dark Green,25.0,1
8616-2,9,Dark Green,24.24,1
8617-1,8,Light Brown,25.0,1
8617-2,9,Light Brown,24.24,1
8618-1,7,Black,43.75,1
8618-2,8,Black,42.42,1
8619-1,8,White,25.0,1
8619-2,9,White,24.24,1
8620-1,5,Light Gray,50.0,0
862011-1,1,Dark Bluish Gray,100.0,0
8621-1,8,Black,50.0,3
8622-1,9,Black,38.24,1
8623-1,11,Black,27.23,4
8624-1,14,Black,37.81,2
8625-1,11,Black,38.55,1
8626-1,13,Black,31.18,3
8630-1,18,Black,27.14,21
8631-1,13,Black,35.9,3
8632-1,20,Black,24.32,18
8633-1,19,Black,22.73,21
8634-1,18,Black,36.03,30
8635-1,21,Light Bluish Gray,36.04,79
8636-1,24,Black,23.9,42
8637-1,21,Black,25.18,124
8638-1,5,Black,40.0,0
8639-1,12,Tan,34.55,5
8640-1,8,Light Gray,35.29,1
8641-1,6,Orange,51.85,2
8642-1,7,Dark Bluish Gray,34.88,2
8643-1,8,Black,71.74,2
8644-1,5,Yellow,47.22,1
8645-1,8,Black,41.27,4
8646-1,7,Black,41.27,4
8647-1,9,Black,44.74,8
8648-1,10,Black,45.31,4
8649-1,13,Black,42.93,6
8650-1,8,Black,40.94,2
8651-1,10,Black,44.21,4
8652-1,10,Red,48.54,13
8653-1,12,Black,58.6,14
8654-1,13,Red,44.11,14
8655-1,5,White,32.76,0
8656-1,5,Black,51.06,0
8657-1,7,White,35.9,0
8658-1,6,Black,34.38,2
8660-1,8,Light Gray,30.75,1
8661-1,6,Black,45.45,1
8662-1,8,Black,36.73,4
8663-1,8,Black,28.57,2
8664-1,6,Red,41.82,0
8665-1,7,Black,54.72,6
8666-1,7,Black,47.54,2
8667-1,7,Black,31.65,0
8668-1,9,Black,30.91,6
8669-1,9,Black,45.13,6
8670-1,9,Black,30.48,14
8671-1,10,Red,44.72,8
8672-1,11,Red,27.43,17
8673-1,10,Red,29.34,1
8674-1,12,Black,43.34,1
8675-1,9,Light Bluish Gray,59.41,0
8676-1,7,Light Bluish Gray,55.56,0
8677-1,17,Reddish Brown,39.24,9
8678-1,9,White,33.73,0
8679-1,15,Black,21.92,31
8680-1,8,White,25.38,1
8681-1,19,Black,32.37,31
8682-1,14,Black,56.35,13
8683-1,2,Black,50.0,0
8683-10,1,Black,100.0,0
8683-11,3,Black,33.33,0
8683-12,2,Black,50.0,0
8683-13,3,Black,33.33,1
8683-14,2,Black,50.0,0
8683-15,2,Orange,66.67,0
8683-16,2,Dark Bluish Gray,66.67,0
8683-2,2,White,66.67,0
8683-3,2,Black,50.0,0
8683-4,2,Black,50.0,0
8683-5,2,Black,66.67,0
8683-6,2,Black,75.0,0
8683-7,1,Black,100.0,0
8683-8,2,Black,66.67,0
8683-9,1,Black,100.0,0
8684-1,2,Red,66.67,0
8684-10,1,Black,100.0,0
8684-11,1,Black,100.0,0
8684-12,2,White,80.0,0
8684-13,2,Black,50.0,0
8684-14,2,Black,50.0,0
8684-15,2,Black,50.0,0
8684-16,2,Black,50.0,0
8684-2,3,Black,33.33,0
8684-3,2,Black,50.0,0
8684-4,2,Black,50.0,0
8684-5,1,Black,100.0,0
8684-6,3,Black,33.33,0
8684-7,2,Black,66.67,0
8684-8,2,Black,50.0,0
8684-9,2,White,66.67,0
8685-1,10,Dark Bluish Gray,28.3,3
8686-1,9,Dark Bluish Gray,27.45,2
8687-1,9,Dark Bluish Gray,34.33,2
8688-1,11,Pearl Light Gray,30.0,3
8689-1,11,Pearl Light Gray,28.77,2
8690-1,10,Black,50.0,3
8691-1,8,Black,34.62,7
8692-1,10,Black,27.08,7
8693-1,7,Black,50.0,7
8694-1,8,Black,25.0,3
8695-1,10,Black,35.29,5
8696-1,10,Black,29.63,3
8697-1,9,Black,38.57,1
8698-1,7,Black,31.58,1
8699-1,9,White,30.34,1
870-1,4,Yellow,45.45,0
8700-1,4,Light Gray,44.44,0
8701-1,13,Light Bluish Gray,24.62,3
8702-1,10,Black,35.71,1
8703-1,9,Sand Blue,23.26,0
8704-1,8,White,25.0,0
8705-1,5,Black,55.26,0
8706-1,7,Black,54.55,0
8707-1,15,Lime,26.39,8
8708-1,15,Lime,26.12,19
8709-1,19,Black,28.76,50
871-1,3,Light Gray,58.97,0
8710-1,3,Light Gray,56.45,0
8710823003677-1,4,Black,38.46,2
8710823005701-1,11,Black,15.0,7
8710823006937-1,1,Dark Brown,100.0,0
8711-1,29,Light Gray,22.36,34
8712-1,3,Red,62.5,0
8713-1,21,Black,25.25,17
8715-1,33,Dark Gray,12.15,14
8719-1,4,Pearl Dark Gray,30.0,0
872-1,3,Black,83.12,0
8720-1,5,Light Gray,73.21,0
